2025-12-27 03:51:25.205491,946,23,65,1934,SAFE
2025-12-27 03:51:29.055693,960,23,65,1968,SAFE
2025-12-27 03:51:32.948840,957,23,65,1943,SAFE
2025-12-27 03:51:36.789539,960,23,65,1967,SAFE
2025-12-27 03:51:40.671817,958,23,65,1968,SAFE
2025-12-27 03:51:44.599721,960,23,65,1968,SAFE
2025-12-27 03:51:48.454587,959,23,65,1968,SAFE
2025-12-27 03:51:53.488654,959,23,65,1969,SAFE
2025-12-27 03:51:58.427652,997,23,65,2221,SAFE
2025-12-27 03:52:03.479794,991,23,65,2259,SAFE
2025-12-27 03:52:08.356619,982,23,64,1111,SAFE
2025-12-27 03:52:13.554219,974,23,64,1421,SAFE
2025-12-27 03:52:18.516904,973,23,64,1555,SAFE
2025-12-27 03:52:22.864669,945,23,64,1587,SAFE
2025-12-27 03:52:27.777390,1040,23,64,1600,SAFE
2025-12-27 03:52:32.510439,1183,23,64,1618,SAFE
2025-12-27 03:52:37.414765,1535,23,64,1631,DANGER
2025-12-27 03:52:42.115368,1894,23,64,1642,DANGER
2025-12-27 03:52:47.105363,2142,23,64,1648,DANGER
2025-12-27 03:52:52.719720,2305,23,64,1657,DANGER
2025-12-27 03:52:57.616176,1968,23,64,1666,DANGER
2025-12-27 03:53:02.697640,1887,23,64,1679,SAFE
2025-12-27 03:53:08.011105,1837,23,64,1683,SAFE
2025-12-27 03:53:12.787551,1793,23,64,1691,SAFE
2025-12-27 03:53:17.513210,1770,23,64,1697,SAFE
2025-12-27 03:53:21.933717,1744,23,64,1702,SAFE
2025-12-27 03:53:25.735265,1728,23,64,1711,SAFE
2025-12-27 03:53:29.423043,1602,23,64,1715,SAFE
2025-12-27 03:53:33.316406,1699,23,64,1715,SAFE
2025-12-27 03:53:36.999982,1682,23,64,1719,SAFE
2025-12-27 03:53:41.133496,1666,23,64,1723,SAFE
2025-12-27 03:53:45.038539,1994,23,64,1726,SAFE
2025-12-27 03:53:48.883337,2235,23,64,1730,DANGER
2025-12-27 03:53:53.587899,2391,23,64,1734,DANGER
2025-12-27 03:53:58.043646,2463,23,64,1735,DANGER
2025-12-27 03:54:01.793324,2512,23,64,1741,DANGER
2025-12-27 03:54:05.918393,2535,23,63,1732,DANGER
2025-12-27 03:54:09.799316,2585,23,63,1742,DANGER
2025-12-27 03:54:14.176697,2529,23,63,1744,SAFE
2025-12-27 03:54:19.041783,2529,23,63,1746,SAFE
2025-12-27 03:54:24.265538,2598,23,63,1751,SAFE
2025-12-27 03:54:29.183939,2592,23,63,1755,SAFE
2025-12-27 03:54:33.909308,2603,23,63,1753,SAFE
2025-12-27 03:54:39.171417,2599,23,63,1757,SAFE
2025-12-27 03:54:43.148495,2639,23,63,1761,SAFE
2025-12-27 03:54:48.477338,2654,23,63,1776,SAFE
2025-12-27 03:54:52.574240,2367,23,63,1766,SAFE
2025-12-27 03:54:56.463349,2267,23,63,1766,SAFE
2025-12-27 03:55:00.397052,2207,23,63,1769,SAFE
2025-12-27 03:55:04.324708,2160,23,63,1770,SAFE
2025-12-27 03:55:08.134530,2129,23,63,1773,SAFE
2025-12-27 03:55:11.822185,2417,23,63,1775,SAFE
2025-12-27 03:55:15.507096,2462,23,63,1772,SAFE
2025-12-27 03:55:19.440166,2493,23,63,1774,SAFE
2025-12-27 03:55:24.355895,2636,23,63,1775,SAFE
2025-12-27 03:55:29.649441,2639,23,63,1776,SAFE
2025-12-27 03:55:34.884686,2640,23,63,1776,SAFE
2025-12-27 03:55:39.353345,2685,23,63,1777,SAFE
2025-12-27 03:55:43.153233,2619,23,63,1776,SAFE
2025-12-27 03:55:47.045354,2451,23,63,1776,SAFE
2025-12-27 03:55:51.706459,2313,23,63,1777,SAFE
2025-12-27 03:55:56.977900,2268,23,63,1777,SAFE
2025-12-27 03:56:01.179408,2225,23,63,1776,SAFE
2025-12-27 03:56:04.923044,2227,23,63,1775,SAFE
2025-12-27 03:56:08.599145,2217,23,63,1776,SAFE
2025-12-27 03:56:12.484309,2198,23,63,1775,SAFE
2025-12-27 03:56:16.355186,2176,23,63,1774,SAFE
2025-12-27 03:56:20.022724,2159,23,63,1773,SAFE
2025-12-27 03:56:24.854750,2142,23,63,1775,SAFE
2025-12-27 03:56:29.796940,2112,23,63,1773,SAFE
2025-12-27 03:56:33.532370,2101,23,63,1771,SAFE
2025-12-27 03:56:37.424721,2087,23,63,1738,SAFE
2025-12-27 03:56:42.120182,2291,23,63,1767,SAFE
2025-12-27 03:56:47.469112,2484,23,63,1764,SAFE
2025-12-27 03:56:52.641988,2559,23,63,1762,DANGER
2025-12-27 03:56:58.034782,2624,23,63,1763,DANGER
2025-12-27 03:57:01.800802,2624,23,63,1762,DANGER
2025-12-27 03:57:05.920712,2544,23,63,1760,SAFE
