2025-12-27 03:57:09.589166,2629,23,63,1757,SAFE
2025-12-27 03:57:13.270847,2655,23,63,1749,SAFE
2025-12-27 03:57:17.360652,2622,23,63,1753,SAFE
2025-12-27 03:57:21.256179,2709,23,63,1751,SAFE
2025-12-27 03:57:26.167141,2735,23,63,1767,SAFE
2025-12-27 03:57:30.615974,2761,23,63,1747,SAFE
2025-12-27 03:57:35.006228,2757,23,63,1746,SAFE
2025-12-27 03:57:39.929174,2503,23,63,1744,SAFE
2025-12-27 03:57:43.861631,2370,23,63,1743,SAFE
2025-12-27 03:57:47.674559,2315,23,62,1741,SAFE
2025-12-27 03:57:51.409080,2448,23,62,1741,SAFE
2025-12-27 03:57:56.035278,2559,23,62,1739,SAFE
2025-12-27 03:58:03.197027,2636,23,62,1737,SAFE
2025-12-27 03:58:09.193249,2622,23,62,1731,SAFE
2025-12-27 03:58:13.069817,2735,23,62,1744,SAFE
2025-12-27 03:58:16.755246,2731,23,62,1729,SAFE
2025-12-27 03:58:21.109970,2735,23,62,1727,SAFE
2025-12-27 03:58:26.279825,2695,23,62,1726,SAFE
2025-12-27 03:58:32.036095,2622,23,62,1728,SAFE
2025-12-27 03:58:37.394123,2667,23,62,1722,SAFE
2025-12-27 03:58:42.563695,2687,23,62,1719,SAFE
2025-12-27 03:58:46.860586,2509,23,62,1717,SAFE
2025-12-27 03:58:54.663920,2352,23,62,1712,SAFE
2025-12-27 03:58:59.585809,2247,23,62,1680,SAFE
2025-12-27 03:59:05.192745,2202,23,61,1715,SAFE
2025-12-27 03:59:10.598897,2160,23,62,1705,SAFE
2025-12-27 03:59:14.710193,2124,23,62,1701,SAFE
2025-12-27 03:59:18.396748,2109,23,62,1701,SAFE
2025-12-27 03:59:22.085338,2099,23,62,1707,SAFE
2025-12-27 03:59:27.128736,2134,23,62,1702,SAFE
2025-12-27 03:59:31.989819,2064,23,62,1703,SAFE
2025-12-27 03:59:36.832682,2043,23,62,1701,SAFE
2025-12-27 03:59:40.521811,2027,23,62,1699,SAFE
2025-12-27 03:59:44.503878,2016,23,62,1690,SAFE
2025-12-27 03:59:48.554742,2001,23,62,1697,SAFE
2025-12-27 03:59:52.608900,1991,23,62,1695,SAFE
2025-12-27 03:59:56.491756,1981,23,62,1691,SAFE
2025-12-27 04:00:00.805121,1969,23,62,1691,SAFE
2025-12-27 04:00:04.886682,1959,23,62,1689,SAFE
2025-12-27 04:00:09.024769,1947,23,62,1690,SAFE
2025-12-27 04:00:13.287680,1933,23,62,1680,SAFE
2025-12-27 04:00:17.792504,1919,23,62,1678,SAFE
2025-12-27 04:00:21.680276,1914,23,62,1674,SAFE
2025-12-27 04:00:26.743901,1903,23,62,1678,SAFE
2025-12-27 04:00:31.269665,1887,23,62,1664,SAFE
2025-12-27 04:00:35.247683,1875,23,62,1666,SAFE
2025-12-27 04:00:39.508896,1870,23,62,1667,SAFE
2025-12-27 04:00:43.797683,1856,23,62,1680,SAFE
2025-12-27 04:00:47.490050,1841,23,62,1665,SAFE
2025-12-27 04:00:51.799644,1848,23,62,1665,SAFE
2025-12-27 04:00:56.951943,1840,23,62,1668,SAFE
2025-12-27 04:01:02.290419,1835,23,62,1671,SAFE
2025-12-27 04:01:07.028678,1819,23,62,1667,SAFE
2025-12-27 04:01:11.447872,1813,23,62,1674,SAFE
2025-12-27 04:01:15.548956,1808,23,62,1675,SAFE
2025-12-27 04:01:19.639172,1804,23,62,1678,SAFE
2025-12-27 04:01:23.993550,1794,23,62,1677,SAFE
2025-12-27 04:01:28.239242,1787,23,62,1674,SAFE
2025-12-27 04:01:32.166995,1783,23,62,1678,SAFE
2025-12-27 04:01:36.307619,1783,23,62,1680,SAFE
2025-12-27 04:01:40.548959,1776,23,62,1680,SAFE
2025-12-27 04:01:44.647497,1769,23,62,1684,SAFE
2025-12-27 04:01:49.129849,1765,23,62,1683,SAFE
2025-12-27 04:01:53.431899,1766,23,62,1682,SAFE
2025-12-27 04:01:57.729732,1747,23,62,1680,SAFE
2025-12-27 04:02:02.238230,1745,23,62,1684,SAFE
2025-12-27 04:02:06.598764,1742,23,62,1682,SAFE
2025-12-27 04:02:10.497894,1708,23,62,1685,SAFE
2025-12-27 04:02:15.227103,1727,23,62,1681,SAFE
2025-12-27 04:02:20.602092,1720,23,62,1680,SAFE
2025-12-27 04:02:24.793243,1711,23,63,1680,SAFE
2025-12-27 04:02:28.690400,1706,23,63,1680,SAFE
2025-12-27 04:02:32.787079,1696,23,63,1678,SAFE
2025-12-27 04:02:38.287815,1693,23,63,1686,SAFE
2025-12-27 04:02:43.197063,1685,23,63,1678,SAFE
2025-12-27 04:02:48.434356,1683,23,63,1679,SAFE
2025-12-27 04:02:52.970015,1671,23,63,1671,SAFE
2025-12-27 04:02:56.768040,1665,23,63,1676,SAFE
2025-12-27 04:03:00.813556,1664,23,63,1674,SAFE
2025-12-27 04:03:04.704001,1662,23,63,1674,SAFE
2025-12-27 04:03:08.394675,1655,23,63,1676,SAFE
2025-12-27 04:03:12.101672,1650,23,63,1669,SAFE
2025-12-27 04:03:15.964579,1645,23,63,1673,SAFE
2025-12-27 04:03:19.857476,1644,23,63,1670,SAFE
2025-12-27 04:03:23.747744,1638,23,63,1670,SAFE
2025-12-27 04:03:28.669009,1635,23,63,1678,SAFE
2025-12-27 04:03:34.417712,1630,23,63,1673,SAFE
2025-12-27 04:03:39.178817,1626,23,63,1670,SAFE
2025-12-27 04:03:43.630703,1618,23,63,1670,SAFE
2025-12-27 04:03:48.787750,1615,23,63,1665,SAFE
2025-12-27 04:03:54.177985,1607,23,63,1665,SAFE
2025-12-27 04:03:58.154465,1603,23,63,1668,SAFE
2025-12-27 04:04:02.248536,1601,23,63,1664,SAFE
